metadata_jobPostId,metadata_newPostingDate,title_display,primary_category,employmentTypes,seniority_group,salary_band,average_salary,applications_per_posting,views_per_posting,vacancy_demand
MCF-2024-0674098,2024-05-09,Head Waiter | Odette,F&B,Full Time,Junior,3000-4999,4250.0,0,4,1
MCF-2023-0658837,2023-08-28,Junior / Senior Talent Acquisition (Training Provided) Basic + Sales Incentives,Consulting,Permanent,Junior,3000-4999,3600.0,0,0,1
MCF-2024-0321852,2024-03-04,Audit Senior #65567,Accounting / Auditing / Taxation,Permanent,Senior,3000-4999,3500.0,0,5,3
MCF-2023-0739584,2023-09-27,Senior Human Resource And Admin Executive,Accounting / Auditing / Taxation,Permanent,Senior,3000-4999,3650.0,0,0,1
MCF-2023-0616076,2023-08-12,Innovation And Technology Executive (It Finance & Admin),Banking and Finance,Permanent,Junior,3000-4999,4850.0,0,1,3
MCF-2023-0783257,2023-10-13,Hr Executive | Residential Care Home | Mon-Fri,Accounting / Auditing / Taxation,Permanent,Junior,3000-4999,3150.0,0,3,1
MCF-2023-0924669,2023-11-25,Software Engineer,Engineering,Full Time,Junior,3000-4999,5000.0,1,10,3
MCF-2023-0533104,2023-07-13,Merchandising Executive - Retail/S$3200,Purchasing / Merchandising,Permanent,Junior,<3000,2850.0,0,0,1
MCF-2023-0709228,2023-09-15,Senior Software Engineer /Mnc S ( Junior / Entry Level / Senior ) X3 Opening,Engineering,Permanent,Junior,5000-7999,6000.0,0,3,2
MCF-2024-0572422,2024-04-19,"Corporate Planning Executive (Japanese Speaking/$4,000-6,000)",Admin / Secretarial,Full Time,Junior,3000-4999,5000.0,0,3,1
MCF-2023-0253333,2023-03-31,Sales Support Executive (5 Days) #64831,Sales / Retail,Permanent,Junior,<3000,2750.0,2,19,3
MCF-2023-0871647,2023-11-15,"Senior Manager, Global Mobility",Human Resources,Full Time,Senior,8000+,13750.0,1,6,2
MCF-2023-1075079,2023-12-29,Store Supervisor,F&B,Permanent,Junior,<3000,2950.0,0,0,5
MCF-2023-0501562,2023-07-02,Delivery Driver Cum Store Keeper,Customer Service,Permanent,Junior,<3000,2150.0,0,6,1
MCF-2023-0748858,2023-10-02,Marketing Executive (Beauty Distributor),Marketing / Public Relations,Full Time,Junior,3000-4999,3500.0,6,47,1
MCF-2024-0286448,2024-02-27,Test Automation Architect,Information Technology,Contract,Mid Level,8000+,10000.0,1,6,2
MCF-2023-0648909,2023-08-24,Bakery Assistant,F&B,Part Time,Entry Level,<3000,1550.0,0,0,1
MCF-2023-0688486,2023-09-08,It Administrator (Infrastructure Support / 5 Days / North),Information Technology,Permanent,Entry Level,3000-4999,4250.0,0,0,1
MCF-2024-0619944,2024-04-29,"Senior Consultant, Economics & Property",Consulting,Full Time,Senior,5000-7999,7000.0,1,18,1
MCF-2023-0534630,2023-07-13,Service Delivery Coordinator,Banking and Finance,Permanent,Junior,5000-7999,5750.0,1,3,1
MCF-2023-0373348,2023-05-15,Innovation Programme Manager,Consulting,Full Time,Mid Level,5000-7999,6000.0,16,194,1
MCF-2023-0934570,2023-11-27,Hr Executive - Jh (758),Human Resources,Permanent,Junior,3000-4999,3500.0,0,2,1
MCF-2023-0475925,2023-06-21,Senior Accountant / Assistant Finance Manager,Accounting / Auditing / Taxation,Permanent,Senior,3000-4999,5000.0,14,168,1
MCF-2023-0631698,2023-08-17,Supervisor,Customer Service,Full Time,Entry Level,3000-4999,3950.0,0,0,2
MCF-2023-0779021,2023-10-12,Volume Planning & Ordering Executive,Logistics / Supply Chain,Full Time,Junior,3000-4999,3150.0,1,16,1
MCF-2023-0826971,2023-10-31,Executive,Admin / Secretarial,Full Time,Senior,<3000,2750.0,0,2,1
MCF-2023-0717134,2023-09-19,0512-Guest Service Officer,Customer Service,Full Time,Entry Level,<3000,2000.0,0,0,5
MCF-2023-0675698,2023-09-04,Department Manager,Sales / Retail,Permanent,Senior,3000-4999,3600.0,1,2,2
MCF-2024-0241963,2024-02-19,(Jcor) Field Service Engineer - Escalator & Elevator Industry,Customer Service,Permanent,Mid Level,3000-4999,3800.0,0,1,1
MCF-2024-0190983,2024-02-06,Bim Modeller | M&E Engineering,Building and Construction,Contract,Entry Level,3000-4999,3250.0,0,3,1
MCF-2023-0249759,2023-03-30,Personal Assistant Cum Admin,Admin / Secretarial,Full Time,Junior,<3000,3000.0,6,102,1
MCF-2023-0992876,2023-12-09,Assistant Manager,Customer Service,Full Time,Manager,3000-4999,3800.0,0,2,2
MCF-2024-0417599,2024-03-21,Clerk,Accounting / Auditing / Taxation,Permanent,Entry Level,<3000,2400.0,0,8,1
MCF-2024-0371740,2024-03-13,It Support Engineer,Professional Services,Full Time,Senior,3000-4999,3250.0,1,13,2
MCF-2024-0726842,2024-05-18,"Bd / Inside Sales Specialist (Freight Forwarding) - East, Global Mnc",Logistics / Supply Chain,Full Time,Senior,3000-4999,5000.0,1,11,1
MCF-2024-0076425,2024-01-15,Jira & Windchill Administrator - Jj,Information Technology,Permanent,Junior,3000-4999,3750.0,0,2,1
MCF-2023-0840371,2023-11-05,Senior Mechanic,Repair and Maintenance,Full Time,Senior,3000-4999,3900.0,0,0,3
MCF-2023-0580599,2023-07-31,Pioneer Factory Security Officer. Day Shift.,Security and Investigation,Permanent,Entry Level,<3000,2550.0,0,0,2
MCF-2023-0781852,2023-10-13,"Research Engineer (Materials Engineering, Additive Manufacturing)",Engineering,Full Time,Entry Level,3000-4999,4000.0,0,4,1
MCF-2023-0245822,2023-06-07,Guest Service Manager,Events / Promotions,Full Time,Senior,3000-4999,3500.0,3,116,1
MCF-2024-0165376,2024-02-01,Digital Sales And Marketing Executive,Customer Service,Part Time,Entry Level,<3000,2750.0,0,0,1
MCF-2024-0537835,2024-04-13,2419 - Admin & Accounts Assistant [ Super Urgent // Ap ],Accounting / Auditing / Taxation,Permanent,Entry Level,<3000,2700.0,1,25,1
MCF-2024-0449737,2024-03-27,Digital Product Manager,Consulting,Full Time,Mid Level,8000+,8850.0,1,20,1
MCF-2023-0641494,2023-08-22,Processing Officers,Admin / Secretarial,Contract,Entry Level,<3000,1950.0,0,1,4
MCF-2023-0849389,2023-11-08,Laboratory Technologist [ Biomedical Engineering / Biomedical Science / Biological Sciences ] 8820,Sciences / Laboratory / R&D,Full Time,Junior,<3000,2700.0,0,0,1
MCF-2023-0985344,2023-12-08,Accounts Executive,Accounting / Auditing / Taxation,Contract,Entry Level,3000-4999,3150.0,0,12,1
MCF-2023-0767766,2023-10-09,Accountant,Accounting / Auditing / Taxation,Full Time,Junior,3000-4999,3400.0,1,17,1
MCF-2023-0437372,2023-06-07,Pmo (12 Months Contract),Banking and Finance,Contract,Junior,5000-7999,7000.0,21,118,1
MCF-2023-0998153,2023-12-11,"Senior Engineer, Customer Support Services",Repair and Maintenance,Full Time,Junior,5000-7999,5250.0,1,8,1
MCF-2024-0547642,2024-04-15,Asic Design Engineer (Rtl),Information Technology,Full Time,Senior,8000+,10500.0,0,17,1
MCF-2023-0352906,2023-05-08,Store Admin | Rochor | Up To 2K | 6597,Admin / Secretarial,Permanent,Entry Level,<3000,1750.0,0,24,1
MCF-2023-0975728,2023-12-06,Quantity Surveyor,Building and Construction,Full Time,Junior,3000-4999,3750.0,0,18,1
MCF-2024-0492046,2024-04-04,E-Commerce Executive,Marketing / Public Relations,Permanent,Junior,3000-4999,3100.0,1,6,1
MCF-2023-0632899,2023-08-18,"Senior Lead Engineer, Instrument & Control",Engineering,Contract,Manager,8000+,13750.0,1,2,2
MCF-2024-0502442,2024-04-05,"Secretary (Insurance/Finance, Up To $5,500)",Admin / Secretarial,Permanent,Mid Level,3000-4999,4750.0,2,23,1
MCF-2024-0269792,2024-02-23,Sales Supervisor,Sales / Retail,Full Time,Mid Level,3000-4999,4150.0,0,1,3
MCF-2023-0794685,2023-10-18,Personal Loans Sales Manager,Banking and Finance,Full Time,Junior,3000-4999,3750.0,0,2,1
MCF-2023-0330423,2023-04-28,"Account Payable Executive (Walking Distance From Mrts, Immediate, Sgx Listed)",Accounting / Auditing / Taxation,Permanent,Junior,3000-4999,3400.0,7,102,2
MCF-2024-0766305,2024-05-27,Chef (Kitchen Assistant)(Japanese Kaiseki Cuisine),Customer Service,Full Time,Entry Level,3000-4999,3250.0,0,4,10
MCF-2024-0173777,2024-02-02,Field Service Engineer - Generator Sets / Marine (Mnc) - Jurong West,Engineering,Permanent,Junior,3000-4999,4250.0,0,2,2
MCF-2023-0918217,2023-11-23,Relocation Mover,Logistics / Supply Chain,Permanent,Junior,3000-4999,3850.0,0,3,2
MCF-2023-0287303,2023-04-13,"*Bank* Senior Unix Administrator @East, Hybrid - Contract Till Dec 2023",Banking and Finance,Contract,Senior,8000+,10500.0,4,66,1
MCF-2023-1056217,2023-12-26,Admin Assistant #65819,Admin / Secretarial,Permanent,Junior,<3000,1700.0,1,27,3
MCF-2023-0359691,2023-05-10,Project Product Manager,Engineering,Permanent,Manager,5000-7999,7500.0,16,212,2
MCF-2023-0484090,2023-06-24,Sales Administrator / Fmcg Mnc (1 Year Contract),Admin / Secretarial,Contract,Junior,<3000,2650.0,1,18,1
MCF-2023-0875869,2023-11-15,Regional Sales Manager (Vsat/Rf),Engineering,Permanent,Manager,3000-4999,5000.0,0,0,1
MCF-2024-0762615,2024-05-27,Sales Manager,Advertising / Media,Full Time,Junior,8000+,10500.0,0,13,1
MCF-2024-0649188,2024-05-05,Quality Assurance Manager (East/Food Manufacturing),Manufacturing,Full Time,Manager,3000-4999,5000.0,0,9,1
MCF-2024-0058147,2024-01-11,Admin Assistant,Admin / Secretarial,Permanent,Junior,<3000,2750.0,1,38,1
MCF-2024-0358348,2024-03-11,Relationship Manager (Private Banking),Banking and Finance,Permanent,Manager,8000+,15000.0,1,11,2
MCF-2024-0210115,2024-02-12,Logistic Coordinator (Renewable Contract) | Japan,Customer Service,Contract,Senior,5000-7999,5250.0,0,0,3
MCF-2023-1052728,2023-12-22,Chauffeur Driver (Up To $2000 + Allowance + Bonus + Ot / 5 Days),General Work,Permanent,Entry Level,<3000,1900.0,0,0,2
MCF-2023-0661816,2023-08-29,"Senior Software Engineer, Mobile (Ios)",Information Technology,Permanent,Senior,8000+,10000.0,1,9,5
MCF-2023-0879639,2023-11-16,Sales & Marketing Executive,Sales / Retail,Full Time,Junior,<3000,2750.0,0,3,1
MCF-2023-0251752,2023-03-30,Calibration Engineer,Healthcare / Pharmaceutical,Permanent,Mid Level,3000-4999,5000.0,13,197,1
MCF-2023-0625583,2023-08-16,Technical Executive,Building and Construction,Contract,Junior,<3000,2900.0,1,3,1
MCF-2023-0686297,2023-09-07,Senior Technical Lead – Talend,Information Technology,Full Time,Mid Level,8000+,9500.0,0,2,3
MCF-2024-0600100,2024-04-24,F&B Executive,F&B,Permanent,Entry Level,3000-4999,3150.0,0,42,100
MCF-2024-0004904,2024-01-02,Marketing Officer,Marketing / Public Relations,Permanent,Junior,<3000,2600.0,0,0,1
MCF-2024-0302548,2024-02-29,Mes/Cim Application/Software Engineer,Information Technology,Permanent,Mid Level,5000-7999,7250.0,0,3,1
MCF-2024-0507283,2024-04-08,Foot Reflexologist,Customer Service,Full Time,Mid Level,3000-4999,3900.0,0,0,1
MCF-2024-0074341,2024-01-15,Marketing Specialist,Marketing / Public Relations,Permanent,Junior,3000-4999,5000.0,1,4,1
MCF-2023-0911933,2023-11-22,Marketing Strategist (Life Science / Biomedical),Marketing / Public Relations,Permanent,Entry Level,3000-4999,5000.0,0,0,1
MCF-2024-0520276,2024-04-09,Client Advisor (Sales),Sales / Retail,Permanent,Junior,3000-4999,4150.0,0,8,1
MCF-2023-0455644,2023-06-14,Robot Restaurant Service Staff（智能餐厅服务员）,Customer Service,Full Time,Junior,<3000,2150.0,0,29,1
MCF-2024-0313469,2024-03-03,Technician (Automation/Plc/West/Up To $2800),Engineering,Full Time,Entry Level,<3000,2650.0,0,3,1
MCF-2024-0000475,2024-01-01,Assembly Technician #65851,Manufacturing,Permanent,Entry Level,<3000,1800.0,0,1,3
MCF-2023-1048248,2023-12-21,"Perm Process Technician (Jurong Island, 12Hr Shift) #Hry",Engineering,Permanent,Junior,<3000,2650.0,0,0,2
MCF-2023-0781123,2023-10-12,Qa Manager (Food Manufacturing) / 5.5 Days,Manufacturing,Permanent,Manager,5000-7999,6250.0,0,0,1
MCF-2023-0734106,2023-09-26,Receptionist,Admin / Secretarial,Full Time,Entry Level,<3000,2100.0,0,1,2
MCF-2023-0962453,2023-12-04,Edm Machinist (Iup To $3300 / 5 Days / Serangoon),Repair and Maintenance,Full Time,Junior,<3000,2800.0,0,0,2
MCF-2024-0553864,2024-04-16,Regional Sales And Marketing Executive / East / Global Mnc,Advertising / Media,Full Time,Junior,3000-4999,3850.0,0,1,1
MCF-2024-0220615,2024-02-14,Fp&A Accountant (Sox) Manufacturing Mnc,Accounting / Auditing / Taxation,Permanent,Senior,5000-7999,5500.0,0,0,1
MCF-2024-0714008,2024-05-16,Sales Assistant,Sales / Retail,Full Time,Junior,<3000,2150.0,0,2,1
MCF-2024-0045442,2024-01-09,6723 - Human Resource Executive [ Training & Development | Acta Cert | Jurong East ],Human Resources,Permanent,Junior,3000-4999,3600.0,0,2,1
MCF-2023-0410014,2023-05-27,Operation Support Executive,Admin / Secretarial,Full Time,Junior,<3000,3000.0,7,65,1
MCF-2024-0318007,2024-03-04,Business Development Executives,Marketing / Public Relations,Permanent,Junior,3000-4999,4000.0,1,8,3
MCF-2024-0674264,2024-05-09,Driver,Building and Construction,Full Time,Mid Level,3000-4999,3900.0,0,9,3
MCF-2023-1052999,2023-12-22,Welder,Engineering,Full Time,Junior,<3000,2950.0,0,0,1
MCF-2024-0277667,2024-02-26,Music School Piano Teacher,Customer Service,Contract,Entry Level,<3000,2300.0,0,1,2
MCF-2023-0596407,2023-08-04,Fruit Services Crew Leader,Customer Service,Permanent,Entry Level,<3000,2477.5,0,1,1
MCF-2023-0502168,2023-07-03,Inpatient / Outpatient Housekeepers (Singapore General Hospital),Environment / Health,Full Time,Entry Level,<3000,2100.0,0,5,33
MCF-2024-0575814,2024-04-19,Application Qa Engineer #Ijf,Information Technology,Contract,Junior,5000-7999,5350.0,0,2,10
MCF-2024-0341673,2024-03-07,Business Development Specialist,Customer Service,Full Time,Junior,3000-4999,3050.0,0,0,10
MCF-2024-0560510,2024-04-17,Preschool Educator,Education and Training,Permanent,Entry Level,3000-4999,3750.0,0,0,2
MCF-2022-0979600,2023-05-04,Drone Pilot,Engineering,Full Time,Junior,3000-4999,3250.0,27,520,2
MCF-2024-0485423,2024-04-03,Service Supervisor (Electrical),Building and Construction,Permanent,Mid Level,<3000,2850.0,0,1,5
MCF-2024-0765079,2024-05-27,Performing Artiste,Customer Service,Full Time,Mid Level,3000-4999,3950.0,0,6,2
MCF-2023-0417786,2023-05-30,Sap Logistics Consultant,Information Technology,Permanent,Senior,8000+,10500.0,9,143,1
MCF-2024-0023949,2024-01-05,Snr Electrical Engineer/Electrical Engineer,Engineering,Permanent,Senior,3000-4999,4751.0,0,5,1
MCF-2024-0548051,2024-04-16,Sales Specialist (Biotech/ Up To $4K/ Equipment/ West),Healthcare / Pharmaceutical,Permanent,Entry Level,3000-4999,3250.0,0,1,1
MCF-2023-0475307,2023-06-21,"Supply Demand Planner (Oil & Gas Mnc) - Tableau, Excel Vba",Logistics / Supply Chain,Permanent,Junior,3000-4999,5000.0,7,46,1
MCF-2023-0674424,2023-09-04,Processing Officers,Admin / Secretarial,Contract,Entry Level,<3000,1950.0,0,1,4
MCF-2024-0504562,2024-04-06,Audio Visual (Av) Installer/Technician (Training Provided) - Bukit Batok.,Engineering,Permanent,Entry Level,<3000,2200.0,0,3,2
MCF-2024-0717583,2024-05-16,Account Manager - Biopharma,Healthcare / Pharmaceutical,Full Time,Junior,5000-7999,8000.0,0,6,1
MCF-2024-0205015,2024-02-09,Senior Security Officer,Hospitality,Full Time,Entry Level,<3000,2387.5,0,0,3
MCF-2024-0240161,2024-02-19,Guest Relations Executive,Hospitality,Permanent,Junior,<3000,2350.0,0,8,1
MCF-2024-0035095,2024-01-08,Senior Project Engineer,Engineering,Permanent,Senior,3000-4999,4850.0,1,7,2
MCF-2023-0898548,2023-11-20,"Corporate Secretariat Executive (Up To $6,000 / Month)",Admin / Secretarial,Full Time,Junior,3000-4999,5000.0,0,1,1
MCF-2023-0371230,2023-05-14,Traditional Chinese Medicine Therapist And Assistant,Customer Service,Full Time,Junior,3000-4999,4200.0,1,60,2
MCF-2023-0468146,2023-06-19,Fp&A Financial Analyst (Hybrid Tax),Accounting / Auditing / Taxation,Permanent,Junior,3000-4999,4500.0,7,50,1
MCF-2023-0524303,2023-07-10,Senior / Pharmacist,Healthcare / Pharmaceutical,Full Time,Entry Level,5000-7999,7500.0,0,2,1
MCF-2023-0729724,2023-09-24,Senior Coach/Trainer,Education and Training,Full Time,Senior,<3000,2850.0,0,0,2
MCF-2023-0731373,2023-09-25,Logistics Admin Office / Admin Executive,Admin / Secretarial,Permanent,Junior,<3000,2200.0,0,3,5
MCF-2023-0844089,2023-11-06,Human Resources Manager (Hr Manager),Admin / Secretarial,Full Time,Manager,3000-4999,5000.0,1,40,1
MCF-2023-0786122,2023-10-14,Hairstylist/Assistant,Customer Service,Full Time,Junior,3000-4999,4000.0,0,3,2
MCF-2023-0644504,2023-08-23,Equipment Development Engineer,Engineering,Full Time,Senior,3000-4999,4500.0,1,8,1
MCF-2023-0782516,2023-10-13,Equity Portfolio Manager,Banking and Finance,Full Time,Manager,8000+,21500.0,1,7,2
MCF-2024-0298457,2024-02-29,Assistant Cook,F&B,Full Time,Junior,3000-4999,4000.0,0,0,3
MCF-2023-0569044,2023-07-26,Aviation Screening Officer #Urgent,Security and Investigation,Permanent,Entry Level,<3000,2350.0,0,6,50
MCF-2024-0284305,2024-02-27,Software Engineers,Information Technology,Permanent,Junior,3000-4999,4850.0,0,4,10
MCF-2023-0285642,2023-05-18,"Engineer, Desalination Operation (Tpu/2023/Jidp/575)",Engineering,Permanent,Junior,3000-4999,4300.0,20,261,1
MCF-2023-0632050,2023-08-18,Materials Officer #65596,Purchasing / Merchandising,Permanent,Junior,<3000,2550.0,0,0,3
MCF-2024-0160835,2024-01-31,Deputy / Manager - Finance,Accounting / Auditing / Taxation,Full Time,Manager,5000-7999,5750.0,0,8,1
MCF-2023-0632686,2023-08-18,Finance Manager - Audit + Commercial,Accounting / Auditing / Taxation,Permanent,Manager,5000-7999,7500.0,0,1,1
MCF-2023-0582855,2023-07-31,Supervisor,General Management,Full Time,Junior,<3000,2850.0,0,0,2
MCF-2023-0338089,2023-05-02,Client Service Executive (Bank |Contract| Up To 6K),Banking and Finance,Contract,Entry Level,3000-4999,5000.0,9,95,2
MCF-2023-0823672,2023-10-30,Restaurant Manager | F&B,Customer Service,Permanent,Manager,3000-4999,3750.0,0,0,1
MCF-2024-0589417,2024-04-23,Strategic Development Consultant,Banking and Finance,Permanent,Senior,8000+,11250.0,1,23,1
MCF-2023-0680240,2023-09-06,Content Creation & Social Media Management Intern,Marketing / Public Relations,Internship/Attachment,Entry Level,<3000,1000.0,0,0,1
MCF-2023-0292104,2023-04-14,Construction Site Coordinator (Renovation),Architecture / Interior Design,Full Time,Mid Level,3000-4999,3300.0,5,59,2
MCF-2023-0801155,2023-10-20,"Financial Wealth Banker (Salary Up To $5,200 + Commission) - Code: Gl",Banking and Finance,Permanent,Junior,3000-4999,4250.0,0,0,1
MCF-2023-0352986,2023-05-08,Senior Consultant,Banking and Finance,Contract,Manager,8000+,8050.0,5,82,1
MCF-2024-0208716,2024-02-09,Graphic Designer #66125,Design,Permanent,Entry Level,3000-4999,3150.0,0,0,3
MCF-2023-0804867,2023-10-22,Purchasing Clerk #65667,Purchasing / Merchandising,Permanent,Entry Level,<3000,2300.0,1,1,3
MCF-2024-0437122,2024-03-25,Pastry Chef,F&B,Permanent,Mid Level,3000-4999,4000.0,0,4,2
MCF-2024-0423362,2024-03-22,Talent Acquisition Coordinator (Recruitment) #39793,Human Resources,Permanent,Entry Level,<3000,2800.0,1,11,3
MCF-2023-0271860,2023-04-06,"8018 - Senior Process Engineer [ 5 Days / Ang Mo Kio / $5,000]",Engineering,Permanent,Senior,3000-4999,4750.0,1,34,2
MCF-2023-0790467,2023-10-16,"Document Controller (5.5 Days, Lta Project)",Building and Construction,Full Time,Junior,<3000,3000.0,0,3,1
MCF-2023-0301183,2023-06-26,Qc / Packer,General Work,Full Time,Junior,<3000,2050.0,4,281,5
MCF-2024-0193728,2024-02-07,Finance Executive,Accounting / Auditing / Taxation,Full Time,Senior,3000-4999,4750.0,0,4,1
MCF-2023-0540418,2023-07-16,Project Manager (Marine And Offshore),Engineering,Full Time,Manager,3000-4999,5000.0,0,5,1
MCF-2023-0581919,2023-07-31,Care Coordinator (Care Manager),Healthcare / Pharmaceutical,Full Time,Senior,3000-4999,4250.0,0,3,1
MCF-2023-0680847,2023-09-06,Assistant Cook,F&B,Contract,Mid Level,3000-4999,4000.0,0,0,5
MCF-2024-0633276,2024-05-02,Technical Delivery Leader,Information Technology,Contract,Senior,8000+,11000.0,0,5,1
MCF-2024-0661795,2024-05-07,Logistics Coordinator (Science Mnc/West/Convertible) #Hao,Logistics / Supply Chain,Contract,Entry Level,<3000,2500.0,0,1,1
MCF-2024-0430672,2024-03-23,Plasterer,Building and Construction,Full Time,Junior,3000-4999,3650.0,0,1,1
